"No.","Time","Source","Destination","Protocol","Length","Info"
"1889","6.987769193","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3111369 Win=3144704 Len=0"
"1890","6.987957087","128.135.24.73","206.123.170.175","TLSv1.2","2010","Application Data"
"1891","6.988059653","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3113325 Win=3144704 Len=0"
"1892","7.027191834","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=3113325 Ack=13407 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1893","7.027382183","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1894","7.027469850","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=3129738 Ack=13407 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1895","7.027547033","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=3131198 Ack=13407 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1896","7.027547823","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3131198 Win=3133184 Len=0"
"1897","7.027598338","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1898","7.027598415","128.135.24.73","206.123.170.175","TLSv1.2","249","Application Data"
"1899","7.027811116","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=3146346 Ack=13407 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1900","7.027888600","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1901","7.028145347","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3162759 Win=3122944 Len=0"
"1902","7.028356812","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1903","7.028382028","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3179172 Win=3134080 Len=0"
"1904","7.028396261","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1905","7.028694959","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1906","7.028717613","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3195650 Win=3134080 Len=0"
"1907","7.028973749","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1908","7.028986748","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3212063 Win=3134080 Len=0"
"1909","7.028996523","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1910","7.029321134","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1911","7.029334190","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3228541 Win=3134080 Len=0"
"1912","7.029666729","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1913","7.029679186","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3244954 Win=3134080 Len=0"
"1914","7.029684704","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1915","7.030014112","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1916","7.030035639","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=3261432 Ack=13407 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1917","7.030359070","128.135.24.73","206.123.170.175","TLSv1.2","15007","Application Data"
"1918","7.030380230","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1919","7.030380301","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=3277910 Ack=13407 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1920","7.030673357","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1921","7.030673472","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=3294323 Ack=13407 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1922","7.030947774","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1923","7.030978592","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1924","7.030978688","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=3310801 Ack=13407 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1925","7.031105126","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3319561 Win=3092352 Len=0"
"1926","7.031273425","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1927","7.031273536","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=3327214 Ack=13407 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1928","7.031293750","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3327214 Win=3116160 Len=0"
"1929","7.031314982","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3334514 Win=3123840 Len=0"
"1930","7.031571153","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1931","7.031571232","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1932","7.031587899","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3343627 Win=3138944 Len=0"
"1933","7.031611702","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=3343692 Ack=13407 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1934","7.031621638","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3352452 Win=3139840 Len=0"
"1935","7.031875089","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1936","7.031875152","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=3360105 Ack=13407 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1937","7.031886569","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3360105 Win=3139840 Len=0"
"1938","7.031976511","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3367405 Win=3144704 Len=0"
"1939","7.032207308","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1940","7.032207407","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1941","7.032225286","128.135.24.73","206.123.170.175","TLSv1.2","7655","Application Data"
"1942","7.032237229","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3376583 Win=3139840 Len=0"
"1943","7.032285636","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3384184 Win=3144704 Len=0"
"2044","7.653752493","206.123.170.175","128.135.24.73","TLSv1.2","173","Application Data"
"2055","7.713679118","128.135.24.73","206.123.170.175","TLSv1.2","1525","Application Data"
"2056","7.714251939","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13526 Ack=3385655 Win=3144704 Len=0"
"2308","12.182280477","206.123.170.175","128.135.24.73","TLSv1.2","178","Application Data"
"2312","12.242439362","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [PSH, ACK] Seq=3385655 Ack=13650 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"2313","12.242439674","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=3392955 Ack=13650 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"2314","12.242572426","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [PSH, ACK] Seq=3398795 Ack=13650 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"2315","12.242623080","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13650 Ack=3400255 Win=3144704 Len=0"
"2317","12.302171258","128.135.24.73","206.123.170.175","TLSv1.2","2974","Application Data"
"2318","12.302171546","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3403175 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2319","12.302171599","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3406095 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2320","12.302171651","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3409015 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2321","12.302234264","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3411935 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2322","12.302234378","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3414855 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2323","12.302234430","128.135.24.73","206.123.170.175","TLSv1.2","1514","Application Data, Application Data"
"2324","12.302255950","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [PSH, ACK] Seq=3419235 Ack=13650 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"2325","12.302256008","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3420695 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2326","12.302256087","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=3423615 Ack=13650 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"2327","12.302365191","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13650 Ack=3425075 Win=3129344 Len=0"
"2328","12.302747765","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [PSH, ACK] Seq=3425075 Ack=13650 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"2329","12.302747934","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3426535 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2330","12.302786862","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13650 Ack=3429455 Win=3142784 Len=0"
"2331","12.305510684","206.123.170.175","128.135.24.73","TLSv1.2","96","Application Data"
"2335","12.361905700","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3429455 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2336","12.361905909","128.135.24.73","206.123.170.175","TLSv1.2","2974","Application Data"
"2337","12.361905957","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3435295 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2338","12.361906005","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3438215 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2339","12.361983000","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3441135 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2340","12.361983112","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=3444055 Ack=13650 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"2341","12.362001708","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [PSH, ACK] Seq=3445515 Ack=13650 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"2342","12.362001770","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3446975 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2343","12.362001836","128.135.24.73","206.123.170.175","TLSv1.2","2974","Application Data, Application Data"
"2344","12.362107643","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13692 Ack=3452815 Win=3130240 Len=0"
"2345","12.362406423","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3452815 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2346","12.362406655","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3455735 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2347","12.362406702","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3458655 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2348","12.362406752","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3461575 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2349","12.362444873","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13692 Ack=3455735 Win=3143680 Len=0"
"2350","12.362460370","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3464495 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2351","12.362460420","128.135.24.73","206.123.170.175","TLSv1.2","2974","Application Data"
"2352","12.362460483","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3470335 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2353","12.362460532","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3473255 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2354","12.362489118","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3476175 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2355","12.362489170","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3479095 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2356","12.362489218","128.135.24.73","206.123.170.175","TLSv1.2","2974","Application Data, Application Data"
"2357","12.362489264","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3484935 Ack=13650 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2358","12.362558968","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13692 Ack=3487855 Win=3122432 Len=0"
"2363","12.405117382","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=3487855 Ack=13692 Win=64128 Len=0"
"2365","12.421522423","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3487855 Ack=13692 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2366","12.421522626","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3490775 Ack=13692 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2367","12.421522674","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3493695 Ack=13692 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2368","12.421522721","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [PSH, ACK] Seq=3496615 Ack=13692 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"2369","12.421568834","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13692 Ack=3490775 Win=3143680 Len=0"
"2370","12.421587886","128.135.24.73","206.123.170.175","TLSv1.2","2085","Application Data, Application Data"
"2371","12.421711556","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13692 Ack=3501566 Win=3144704 Len=0"
